titulo,maisTocada,letra,tamanho,polaridade,subjetividade,sentimento,keywords
Mucuripe,0,"As velas do Mucuripe Vão sair para pescar Vou mandar as minhas mágoas Pras águas fundas do mar  Hoje à noite namorar Sem ter medo da saudade Sem vontade de casar As velas do Mucuripe Vão sair para pescar Vou mandar as minhas mágoas Pras águas fundas do mar Hoje à noite namorar Sem ter medo da saudade Sem vontade de casar Calça nova de riscado Paletó de linho branco Que até o mês passado Lá no campo inda era flor Sob o meu chapéu quebrado Um sorriso ingênuo e franco De um rapaz novo encantado Com vinte anos de amor Aquela estrela é dela Vida, vento, vela, leva-me daqui Aquela estrela é dela Vida, vento, vela, leva-me daqui As velas do Mucuripe Vão sair para pescar Vou levar as minhas mágoas Pras águas fundas do mar Hoje à noite namorar Sem ter medo da saudade Sem vontade de casar Calça nova de riscado Paletó de linho branco Que até o mês passado Lá no campo inda era flor Sob o meu chapéu quebrado Um sorriso ingênuo e franco De um rapaz moço encantado Com vinte anos de amor Aquela estrela é dela Vida, vento, vela, leva-me daqui Aquela estrela é dela Vida, vento, vela, leva-me daqui ",1097,0.023863636363636368,0.4517676767676768,Neutro,"estrela, vida, vento, "
Na Hora do Almoço,1,"No centro da sala, diante da mesa No fundo do prato, comida e tristeza A gente se olha, se toca e se cala E se desentende no instante em que fala  Medo, medo, medo, medo, medo, medo Cada um guarda mais o seu segredo A sua mão fechada, a sua boca aberta O seu peito deserto, sua mão parada Lacrada e selada E molhada de medo Pai na cabeceira: É hora do almoço Minha mãe me chama: É hora do almoço Minha irmã mais nova, negra cabeleira Minha avó me reclama: É hora do almoço! Ei, moço! E eu inda sou bem moço pra tanta tristeza Deixemos de coisas, cuidemos da vida Senão chega a morte ou coisa parecida E nos arrasta moço sem ter visto a vida Ou coisa parecida, ou coisa parecida Ou coisa parecida, aparecida Ou coisa parecida, ou coisa parecida Ou coisa parecida, aparecida ",773,-0.01590909090909091,0.40681818181818186,Neutro,"medo, coisa, parecida, "
Nada Como Viver,0,"Nada Nada como viver Nada como viver de repente Nada, nada, nada, nada! Nada como viver Nada como viver de repente  Alegria é uma beleza Com certeza eu viveria Nessa cor que a moça usa Além da blusa Eu quero viver Amar, prazer, por que não dizer O palavrão, a palavra, tentação Amar, prazer, por que não dizer O palavrão, a palavra, coração Nada, nada como viver Nada como viver de repente Nada, nada, nada, nada Nada como viver Comover é comover Nada como viver de repente Quando a vida acontecer Tão bonita mocidade A palavra independente O corpo que sente Sabe fazer Amar, prazer, por que não dizer O palavrão, a palavra, sensação Amar, prazer, por que não dizer O palavrão, a palavra, sem o senão Nada Nada como viver Nada como viver de repente Nada, nada, nada nada Nada como viver Nada como te ver tão contente ",817,0.2595693779904306,0.5673976608187135,Positivo,"nada, viver, repente, "
Não Leve Flores,0,"Não cante vitória muito cedo, não Nem leve flores para a cova do inimigo Que as lágrimas do jovem São fortes como um segredo Podem fazer renascer um mal antigo  Tudo poderia ter mudado, sim Pelo trabalho que fizemos - tu e eu Mas o dinheiro é cruel E um vento forte levou os amigos Para longe das conversas, dos cafés e dos abrigos E nossa esperança de jovens não aconteceu, não, não Palavra e som são meus caminhos pra ser livre E eu sigo, sim Faço o destino com o suor de minha mão Bebi, conversei com os amigos ao redor de minha mesa E não deixei meu cigarro se apagar pela tristeza Sempre é dia de ironia no meu coração Tenho falado à minha garota Meu bem, difícil é saber o que acontecerá Mas eu agradeço ao tempo O inimigo eu já conheço Sei seu nome, sei seu rosto, residência e endereço A voz resiste. A fala insiste: Você me ouvirá A voz resiste. A fala insiste: Quem viver verá ",887,-0.08249999999999999,0.6508333333333334,Neutro,"inimigo, sim, amigos, "
No Maior Jazz,0,"Guerra, Guerra sem paz! E que se fez da terra, Mãe dos mortais? Certo, A vida é demais! Mas sem nós, feita um deserto, Com quem rolarás, oh terra?  Esses senhores se sentam à mesa Decidem por nós... Negociações... Estúpidos e idiotas da política! Dólares, tanques e mísseis Meu coração tropical não agüenta E o Cruzeiro do Sul, que não nos orienta? Certo, Há que ter gás Mas no dom de viver perto Dos animais. Terra! Oh! Como me atrais! Ah! Traz para ti quem erra No maior jazz! ",479,0.13665054563492066,0.603968253968254,Neutro,"terra, guerra, certo, "
Notícia de Terra Civilizada,0,"Era uma vez um cara do interior Que vida boa, água fresca e tudo mais Rádio e notícia de terra civilizada Entram no ar da passarada E adeus paz  Agora é vencer na vida O bilhete só de ida Da fazenda pro mundão Seguir sem mulher nem filho Oh! Brilho cruel dos trilho Do trem que sai do sertão Acreditou no sonho Da cidade grande E enfim se mandou um dia E vindo viu e perdeu Indo parar, que desgraça! Na delegacia Lido e corrido relembra Um ditado esquecido ""Antes de tudo um forte!"" Com fé em Deus um dia Ganha a loteria Pra voltar pro Norte ",542,0.25125000000000003,0.5233333333333333,Positivo,"vida, tudo, pro, "
Num País Feliz,0,"Ainda não se ouvia o ai do sabiá E nem Jaci    sabia que ele assobiava lá O índio ia indo, inocente e nu E no cauim ninguém sentia a essência do caju Não navegavam naus abaixo do equador Aqui sem sonhos maus, não há anhanguá, nem cruz nem dor E o índio ia indo, inocente e nu Sem rei, sem lei, sem mais, ao som do sol e do uirapuru Não navegavam naus abaixo do equador E à terra chã, tupã descia sem pam de tambor Ainda não se ouvia o dó das juritis E eu já sonhava com a cor e o tom de algum paí Num país feliz  ",513,0.16620370370370371,0.4712962962962963,Neutro,"ainda, ouvia, índio, "
Objeto Direto,0,"Eu quero meu corpo bem livro do peso inútil da alma Quero a violência calma de humanamente amar Eu quero quebrar o quebranto do permitido e do proibido E nego o que nega os sentidos direito e dom de gozar A verdade está no vinho ""In vino veritas"" Que me faz gauche, anjo torto Que retempera o meu corpo nos pecados capitais Pois a pedra no sapato de quem vive em linha reta É a sentença concreta Viver e brincar e pensar tanto faz Substantivo comum um infinito presente Este, objeto direto, reto, repleto, completo Presente, infinitamente  ",540,0.09480519480519482,0.42571428571428577,Neutro,"quero, corpo, faz, "
Ondas Tropicais,0,"Serviço de alto falante ``voz de cristal`` e ``bom som``! paisagem tango bolero, cafona como `eu te quero`` sonho de valsa e bombom.  Na província...Hollywood! eu era um brando farsante. na luz azul do cinema piscava o olho- um poema! a princesa do elefante.  Como e um objeto não identificado descia sobre mim aquele feixe de luz. outra via - lacta, escada de prata... e eu, o rei da emoção barata, subia a Capital Mondrians, jazz, boggie- booggie, blues. Brasil, mulato inzoneiro, Brasil, mulato inzoneiro, bandeiras de São ( Volpi) João! no televisor ligado videotexto grafitado ai, coração e o sertão...  ",609,0.31979166666666664,0.5875,Positivo,"``, luz, brasil, "
Onde Jazz Meu Coração?,0,"Ei, senhor meu rei do tamborim, do ganzá Cante um cantar, forme um repente pra mim Aqui, nordeste, um país de esquecidos, humilhados Ofendidos e sem direito ao porvir Aqui, nordeste, sul-américa do sono No reino do abandono, não há lugar pra onde ir  De nashville pro sertão (se engane, não) Tem meu irmão, fora da lei, muito baião E, em new orleans, bandos de negros afins Tocam em bandas, banjos, bandolins Onde ""jazz"" meu coração Ei, senhor meu rei do tamborim, do ganzá Cante um cantar, forme um repente pra mim Aqui, nordeste, um país de esquecidos, humilhados Ofendidos e sem direito ao porvir Aqui, nordeste, sul-américa do sono No reino do abandono, não há lugar pra onde ir Em mim, desse canto daqui, lugar comum Como no assum, azul de preto O canto e que faz cantar Cresce e aparece em minha vida, e eu me renovo No canto, o pio do povo. Pio, é preciso piar E a minha voz, rara taquara rachada Vem soul blues, do pó da estrada E canta o que a vida convém Vem direitinha, da garganta desbocada Mastigando inham, inham Cheinha de nhem-nhem-nhem Ei, senhor meu rei do tamborim, do ganzá Cante um cantar, forme um repente pra mim Aqui, nordeste, um país de esquecidos, humilhados Ofendidos e sem direito ao porvir Aqui, nordeste, sul-américa do sono No reino do abandono, não há lugar pra onde ir ",1303,0.06705318491032777,0.4867192331478046,Neutro,"aqui, nordeste, cantar, "
Os Derradeiros Moicanos,0,"Nós somos uns pobres diabos sul-americanos, ô, ô, ô, ô Os derradeiros moicanos, ô, ô, ô  Perís, cecis, guaranis - um glamour de índios de Chateubriand Tambores tão bons, uns quantos radares, antenas de raça tantã Voz de palmas: palmeiras, batidas! Dançar ao som de uma só mão Pra nós da geral - macacos geniais! - fora do carnaval não há salvação Lá em são luís, cristão infeliz, o bom selvagem aprende francês Pra ler (e escrever!) o poema do Brasil no original, pela primeira vez! E nesses brasis - um paris tropical - Henri salvador de Martinique! Dans l'esprit de la danse une chance! Vive la France antarctique! Uns brancos de alma negra... des masques cubistes, africaines, decor... Uns pretos no branco e uns brancos no preto - americanamente bicor Uns barrocos, baianos do sul, com tudo sutil e sensual: De terno de linho, chapéu de palhinha - belos como Dorival Verão (do verbo ver) o verão (estação) que, quem vier, viverá Dans les tristes tropiques, dans les beaux pays de lá bás E nesses brasis - um paris tropical - le maracatu atomique Dans l'esprit de la danse une chance! Vive la France antarctique! Alavantú, nossa gangue, a quadrilha do sangue danse lá en arrière Que sonhamos, nos campos, Duchamp, Picasso e Rimbaudelaire Canibales tropicales en parade autour de la tour Eiffel Dans mon ile - tabaco de cuba pour messieur le colonel Domingos, Sivuca, Gonzaga no acordeón, nossos clochards Brilhe o belga Jacques Brel, já que bel nisso não é de brilhar. E nesses brasis - um paris tropical! tous les voix de l'afrique! Dans l'esprit de la danse une chance! Vive la France antarctique! ",1603,0.15791957214187327,0.3795454545454545,Neutro,"dans, danse, nesses, "
Os Profissionais,0,"Onde anda o tipo afoito Que em 1-9-6-8 Queria tomar o poder? Hoje, rei da vaselina, Correu de carrão pra China, Só toma mesmo aspirina E já não quer nem saber.  Flower power! Que conquista! Mas eis que chegou o florista Cobrou a conta e sumiu Amor, coisa de amadores Vou seguir-te aonde f(l)ores! Vamos lá, ex-sonhadores, À mamãe que nos pariu! Oh! L'age d'or de ma jeunesse! Rimbaud, ""par delicatesse J'ai perdu (também!) ma vie!"" (Se há vida neste buraco Tropical, que enche o saco Ao ser tão vil, tão servil!) E então? Vencemos o crime? Já ninguém mais nos oprime Pastores, pais, lei e algoz? Que bom voltar pra família! Viver a vidinha à pilha! Yuppies sabor baunilha Era uma vez todos nós! Dancei no pó dessa estrada... Mas viva a rapaziada Que berrava: ""Amor e Paz!"" Perdão, que perdi o pique... Mas se a vida é um piquenique Basta o herói de butique Dos chiques profissionais. I have a dream... My dream is over! (Guerrilla de latin lover!) Mire-se o dólar que faz sol Esplim, susexo e poder, Vim de banda e podes crer: ""Muito jovem pra morrer E velho pro rock 'n' roll!"" ",1079,0.19816711523126,0.4587719298245613,Neutro,"``, '', poder, "
Paraíso,0,"Amo tua voz e tua cor E teu jeito de fazer amor Revirando os olhos e o tapete Suspirando em falsete Coisas que eu nem sei contar Ser feliz é tudo que se quer  Ah! Esse maldito fecho éclair De repente a gente rasga a roupa E uma febre muito louca Faz o corpo arrepiar Depois do terceiro ou quarto copo Tudo que vier eu topo Tudo que vier, vem bem Quando bebo perco o juízo Não me responsabilizo Nem por mim, nem por ninguém Não quero ficar na tua vida Como uma paixão mal resolvida Dessas que a gente tem ciúme E se encharca de perfume Faz que tenta se matar Vou ficar até o fim do dia Decorando tua geografia E essa aventura em carne e osso Deixa marcas no pescoço Faz a gente levitar Tens um não sei que de paraíso E o corpo mais preciso Do que o mais lindo dos mortais Tens uma beleza infinita E a boca mais bonita Que a minha já tocou ",838,0.33714285714285713,0.5988095238095238,Positivo,"tudo, gente, faz, "
Paraíso (1982),0,"Graças a Deus, eu perco sempre o juízo Meu paraíso é a palavra paraíso, é lá Toda maneira (nova) de virar a mesa Qualquer beleza é inventar, é o que ainda não há  Por isso Dá-lhe, fale que só vale ser, dance comigo! Venha no trem que sai de dentro E vai pro exterior Por isso Dá-lhe, fale que só vale ser, dance comigo! Guarde seu corpo na alegria e no bom humor Palavra, tão amiga minha E de si mesma Tão vizinha da palavra amor ",430,0.3623737373737374,0.5060606060606061,Positivo,"palavra, paraíso, dá-lhe, "
Paralelas,1,"Dentro do carro Sobre o trevo A cem por hora, ó meu amor Só tens agora os carinhos do motor  E no escritório em que eu trabalho e fico rico, quanto mais eu multiplico Diminui o meu amor Em cada luz de mercúrio vejo a luz do teu olhar Passas praças, viadutos Nem te lembras de voltar, de voltar, de voltar No Corcovado, quem abre os braços sou eu Copacabana, esta semana, o mar sou eu Como é perversa a juventude do meu coração Que só entende o que é cruel, o que é paixão E as paralelas dos pneus n'água das ruas São duas estradas nuas Em que foges do que é teu No apartamento, oitavo andar Abro a vidraça e grito, grito quando o carro passa Teu infinito sou eu, sou eu, sou eu, sou eu ",686,0.04218749999999999,0.546875,Neutro,"voltar, carro, amor, "
Pequeno Mapa do Tempo,1,"Eu tenho medo e medo está por fora O medo anda por dentro do teu coração Eu tenho medo de que chegue a hora Em que eu precise entrar no avião  Eu tenho medo de abrir a porta Que dá pro sertão da minha solidão Apertar o botão: cidade morta Placa torta indicando a contramão Faca de ponta e meu punhal que corta E o fantasma escondido no porão Medo, medo. medo, medo, medo, medo Eu tenho medo que Belo Horizonte Eu tenho medo que Minas Gerais Eu tenho medo que Natal, Vitória Eu tenho medo Goiânia, Goiás Eu tenho medo Salvador, Bahia Eu tenho medo Belém, Belém do Pará Eu tenho medo pai, filho, Espírito Santo, São Paulo Eu tenho medo eu tenho C eu digo A Eu tenho medo um Rio, um Porto Alegre, um Recife Eu tenho medo Paraíba, medo Paranapá Eu tenho medo Estrela do Norte, paixão, morte é certeza Medo Fortaleza, medo Ceará Medo, medo. medo, medo, medo, medo Eu tenho medo e já aconteceu Eu tenho medo e inda está por vir Morre o meu medo e isto não é segredo Eu mando buscar outro lá no Piauí Medo, o meu boi morreu, o que será de mim? Manda buscar outro, maninha, no Piauí ",1075,-0.4217948717948717,0.772008547008547,Negativo,"medo, belém, buscar, "
Pequeno Perfil de Um Cidadão Comum,1,"Era um cidadão comum como esses que se vê na rua Falava de negócios, ria, via show de mulher nua Vivia o dia e não o sol, a noite e não a lua Acordava sempre cedo (era um passarinho urbano) Embarcava no metrô, o nosso metropolitano... Era um homem de bons modos: ""Com licença; - Foi engano"" Era feito aquela gente honesta, boa e comovida Que caminha para a morte pensando em vencer na vida Era feito aquela gente honesta, boa e comovida Que tem no fim da tarde a sensação Da missão cumprida Acreditava em Deus e em outras coisas invisíveis Dizia sempre sim aos seus senhores infalíveis Pois é; tendo dinheiro não há coisas impossíveis Mas o anjo do Senhor (de quem nos fala o Livro Santo) Desceu do céu pra uma cerveja, junto dele, no seu canto E a morte o carregou, feito um pacote, no seu manto Que a terra lhe seja leve  ",824,0.2933006535947712,0.517483660130719,Positivo,"feito, sempre, gente, "
Ploft,0,"O nordeste, sentado na esquina do mapa Olividado de los Reyes del mundo en un siglo de luce Se mira no Atlântico: Américas, Áfricas Índios, pobres e jovens, tudo um negro blues  A dor do Nordeste, a cor do Nordeste Deste e daqueloutro que homem não vê Las venas abiertas de Latino-América: Mil poetas, primatas que abraçam o E.T. A anarquia de corpo, paixão dia a dia: sensualidade E a folia do povo na democracia: feli(z)cidade O prazer e o trabalho que a mulher pedia: liberdade Toda a mocidade em radioatividade: louçania Sob o sol das estrelas tudo é novidade: alquimia Ah! meu Deus, se eu pudesse cantar de verdade, dançaria Sensualidade Louçania Feli(z) cidade Alquimia Liberdade Utopia ",693,-0.01924242424242425,0.4175757575757576,Neutro,"nordeste, tudo, dia, "
Populus,0,"Populus, meu cão... O escravo, indiferente, que trabalha e, por presente, tem migalhas sobre o chão. Populus, meu cão.  Primeiro, foi seu pai, segundo, seu irmão; terceiro, agora, é ele... agora é ele, de geração, em geração, em geração. No congresso do medo internacional ouvi o segredo do enredo final sobre Populus, meu cão: documento oficial, em testamento especial, sobre a morte, sem razão de Populus, meu cão. Populus, Populus, Populus, meu chão. Delírios sanguíneos espumas nos teus lábios... Tudo em vão. Tenho medo de Populus, meu cão, roto no esgoto do porão. Seu olhar de quase gente, as fileiras dos seus dentes... Trago o rosto marcado e eles me conhecerão, me conhecerão. Populus, Populus, Populus, meu cão ",722,-0.08928571428571427,0.4404761904761904,Neutro,"populus, cão, sobre, "
Princesa do Meu Lugar,0,"Se me der vontade de ir embora, Vida adentro, mundo a fora Meu amor, não vá chorar Ao ver, que o cajueiro anda florando Saiba que estarei voltando, princesa do meu lugar  Se me der vontade de ir embora, Vida adentro, mundo a fora Meu amor, não vá chorar Ao ver, que o cajueiro anda florando Saiba que estarei voltando, princesa do meu lugar A terra toda é uma ilha Se eu ligo, meu radinho de pilha Terás notícias de mim entre as carnaubeiras Meu amor é um passarinho Pode fugir da tua mão, Não dances, não dances pelo caminho Ou não vou-me embora não Não há pranto que apague Dos meus olhos o clarão Nem metrópole onde eu não veja O luar, o luar do sertão! ",657,0.1375,0.43333333333333335,Neutro,"embora, amor, der, "
Quinhentos Anos de Quê?,0,"Eram três as caravelas Que chegaram d'alem mar E a terra chamou-se América Por ventura? Por azar?  Não sabia o que fazia, não D. Cristóvão, capitão Trazia, em vão, Cristo no nome E, em nome dele, o canhão Pois vindo a mando do senhor E d'outros reis que, juntos Reinam mais Bombas, velas não são asas Brancas da pomba da paz Eram só três caravelas E valeram mais que um mar Quanto aos índios que mataram Ah! Ninguém pôde contar Quando esses homem fizeram O mundo novo e bem maior Por onde andavam nossos deuses Com seus andes, seu condor? Que tal a civilização Cristã e ocidental Deploro esta herança na língua Que me deram eles, afinal Diz, América que es nossa Só porque hoje assim se crê Há motivos para festa? Quinhentos anos de que? ",738,0.05103305785123968,0.4026859504132232,Neutro,"três, caravelas, mar, "
Recitanda,0,"Graças a deus Eu perco sempre o juízo No lance de dez No acaso do sucesso  O paraíso é a palavra O país é lá Mensagem de amor A votação no congresso Vem viver comigo Vem correr perigo Vem, meu bem, meu bem Que outros cantores chamam ""baby"" Esse jeito de deixar sempre de lado a certeza Sem deixar o meu cigarro se apagar pela tristeza É proibida a entrada, mas ainda quero falar: Viver é melhor que sonhar Vejo vir vindo no vento o cheiro da nova estação Sinto tudo na ferida viva do meu coração Olha, o show já começou, é bom não se atrasar Viver é melhor que sonhar ",568,0.2347727272727273,0.4129545454545455,Positivo,"vem, viver, sempre, "
Retórica Sentimental,0,"Moro num lugar comum, perto daqui, chamado Brasil. Feito de três raças tristes, folhas verdes de tabaco e o guaraná guarani. Alegria, namorados, alegria de Ceci. Manequins emocionadas: - são touradas de Madrid ...que em matéria de palmeira ainda tem o buriti perdido. Símbolo de nossa adolescência,  signo de nossa inocência índia, sangue tupi. E por falar no sabiá, o poeta Gonçalves Dias é que sabia... Sabe lá se não queria uma Europa bananeira. - Diga lá, tristes trópicos,  sabiá laranjeiras. Aliás, meu camarada, o cantor popular falou divinamente: Deus é uma coisa brasileira, nordestinamente paciente. Oh! blood moon.  ",627,0.16863636363636364,0.5700000000000001,Neutro,"tristes, alegria, sabiá, "
Rock Romance de Um Robô Goliardo,0,"Alô rapaziada! Alô gente fina! Alô moçada! Eu sei que vocês estão com a vida que pediram a Deus E ele deu Muito que bem! Por isso espero tudo de vocês Mas não confiem em mim: Eu não existo! Sou apenas um personagem que diz isto E não me chame irresponsável Para que levar a vida assim tão a serio? Afinal, a vida é mesmo uma aventura da qual não sairemos vivos Ah! Tudo já é outra viagem! Abra com meu velho canivete seu jovem coração de lata Entre no barco eletrônico da emoção barata Vamos, na crista da onda Dar um balanço cibernético nas horas! Pulsars, quasars, buracos negros, astros, guerra e paz Amor nas super-estrelas Robô goliardo deste tempo Narro a minha vida começando pelo fim É bem melhor assim Vou contar pra vocês a vida que eu inventei pra mim   O som do alto-falante rolava e me dava um toque E chuck berry, berrando Em sua guitarra era um choque Cometas halley passando Astros no pó de woodstock, cabeças, pedras rolantes Jim, jimi, john, janis joplin E a moçada do subúrbio Cinemas, topetes, motos (Rock 'n roll) E digo mais: Até parece que foi ontem! Tinha roubado o carro do meu pai Brigado com o cara do bairro vizinho por causa de uma garota Estava saindo do chuveiro Novinho em folha, um artista diante do espelho! Pondo brilhantina no cabelo E mercúrio cromo num corte de gilete do meu rosto Vesti o blusão de couro, liguei a motocicleta Queria sair voando pra pegar meu broto... Entrar na sessão das cinco Tomar um sorvete lá na lanchonete Dar um rolê por aí Ia pondo o pé na rua quando a minha velha saltou de lá Muito cheia de si, me chamando: Playboy! Rebelde! Transviado! Como se fosse dona do mundo. E foi logo dizendo -Pra você ver a vida como é! -A gente cria um bicho desses -Educa, dá do bom e do melhor -Casa e comida, roupa lavada, amor, carinho, mesada -E esse aventureiro termina deixando a escola! -Fugindo de casa! Maldizendo a família! -Querendo ser cantor de rock! Caí na estrada tirana A juventude é um dom Garotas, sonhos, mil transas, como dar bandeira é bom! Olhando a cidade grande,cheia de fúria e de som Querendo ser uma estrela, de sexo, laser e neon Cidade grande é uma droga mas o rock dá o tom Qual é o preço de um homem? E eu? Pago quanto para ser feliz? Cidade morena boca de ouro de tolo Luminosos, fliperamas, ondas hertezianas Mil escrituras, canções, outros sons! Vídeogames, quadrinhos, novelas, televisão Informática, cibernética, política, eletrônica, acústica Grandes populações, revoluções Que destino s.a, indústria de lixo limitada e a dar Sociedade anônima Assaltantes, abandonados, bêbados, índios, nordestinos, retirantes, prostitutas, pivetes Punks, pobres, suicidas, solitários De onde eles vêm? Viciados, velhos, vagabundos Sacos de plástico, latas amassadas Copos de papel esquecidos no estádio Depois dos jogos e das feras Miseráveis! Sempre sem pão e daqui a pouco sem circo Coisa ante cuja visão dá vontade de morrer E a glória? E a honra de seres humanos que Deus criou E pôs um pouquinho só abaixo de seus anjos? Mas esses senhores não querem nada! Não querem perder tempo Com essa porcaria que se chama gente! Eu não sou cachorro não Pra viver assim tão humilhado  São mil milhões de habitantes deste parque industrial: Negros, mulheres, menores, filhos da crise geral Iguais pela mesma bomba que vai cair no quintal Ídolo e Deus dos esgotos a musa urbana me fez. Meu sucesso é saber disso e bater tudo pra vocês (Rock rock rock rock rock 'n roll) É isso aí, rapaziada! É isso aí, gente fina! Talvez a gente pudesse dizer adeus de outro jeito Mas eu sou um antropófago urbano Um canibal delicado na selva da cidade Mais dia menos dia... Eu como você. E você como eu! Ora, ora! Sempre houve um lugarzinho a mais para alguém Debaixo dos meus lençóis (Rock rock rock rock rock 'n roll) ",3766,0.1067381403318903,0.44514718614718624,Neutro,"rock, vida, gente, "
S.A.,0,"Assaltantes, bêbados, índios Nordestinos retirantes Prostitutas, pivetes punks Suicidas solitários De onde eles vem? Viciados velhos vagabundos De onde eles vem? Viciados velhos vagabundos De onde eles vem? Sacos de plásticos, latas amassadas, copos de papel Esquecidos no estádio depois do jogo e das feras Miseráveis sempre sem pão, e daqui a pouco sem circo Coisa cuja visão da vontade de morrer E a gloria? E a gloria? E a gloria? Ahh E a honra dos seres humanos que Deus criou E pôs um pouquinho só abaixo dos seus anjos Mas esses senhores não querem nada Não querem perder tempo Com essa porcaria que se chama gente Mas esses senhores não querem nada Não querem perder tempo Com essa porcaria que se chama gente Eu não sou cachorro não Pra viver tão humilhado  ",767,-0.2319214876033058,0.4,Negativo,"querem, onde, vem, "
Se Você Tivesse Aparecido,0,"Se você tivesse aparecido em minha adolescência,  canção blake de inocência amor, quem não teria ido e vivido com Byron, o bardo da gangue do ``le me perish young``  Se você tivesse aparecido esta  droga de  existência se mudaria em viver eu coração (traído) bandido,  canção blake de experiência revelaria seu ser.  Leste de Éden violência e abandono. Vinhas de ira...Ah! Quanto suicídio garotos no esgoto...São ratos? São homens suave e a noite? Seremos vencidos? Oh! Cara  onde o galo  canta ai janta e assim yeah! yeah!yeah! yeah! Pegar carona nesta decadência e o fim como pode acontecer?  ",595,0.26728515625,0.3875,Positivo,"aparecido, canção, blake, "
Seixo Rolado,0,"Tudo o que tenho é meu corpo Sou o que tenho e te dou  Com um corpo como o teu Não precisas nem de alma Sente a minha violência Como uma essência de calma Anjos, se houvesse anjos Claro, seriam como tu No corpo, rosa dos ventos Tudo é norte, tudo é sul Se oriente, se ocidente Toda cor corre pro azul Não nada como o nada que é o eu Indescritível nu Sou um seixo rolado Na estrada do lado De lá do sertão E ser tão humilhado É sinal de que o diabo É que amassa o meu pão Mas meu corpo é discente E, civilizada a mente Gosta, cheira, toca, ouve e vê E, com amor e anarquia Goza que enrosca e arrepia Roquerolando em você Be-bopeando em você Calipsando em você Merenguendo em você Bluesbusando em você Um boogie-woogie em você Tango um bolero em você Chorando em você ",766,0.2285714285714286,0.6142857142857142,Positivo,"corpo, tudo, anjos, "
Senhoras do Amazonas,0,"Rio, vim saber de ti e vi. Vi teu tropical sem fim Quadrou de ser um mar. Longe anhangá! Tantas cunhãs e eu curumim! O uirapuru (Oh! Lua azul!) Cantou pra mim! Rio, vim saber de ti, meu mar Negro maracá jarí Pará, paris jardim Muiraquitãs, Tantas manhãs - nós no capim! Jurupari (Oh! Deus daqui!) Jurou assim: - Porque fugir se enfim me queres! Só me feriu como me feres A mais civilizada das mulheres! Senhoras do amazonas que sois Donas dos homens e das setas, Porque já não amais vossos poetas?  ",499,0.28958333333333336,0.5349999999999999,Positivo,"rio, vim, saber, "
Sensual,0,"Quando eu cantar quero ficar molhado de suor. E por favor não vá pensar que é só a luz do refletor. Será minha alma que sua sob um sol negro de dor; outro corpo, a pele nua, carne, músculo e suor. Como um cão que uiva pra lua contra seu dono e feitor; uma fera-animal ferido no dia do caçador; humaníssimo gemido raro e comum como o amor.  Quando eu cantar quero lhe deixar molhada em bom humor. E por favor não vá pensar que é só a noite ou o calor Quero ver você ser inteiramente tocada pelo licor da saliva, a língua, o beijo, a palavra. Minha voz quer ser um dedo na tua chaga sagrada. Uma frase feita de espinho, espora em teus membros cansados: sensual como o espírito ou como o verbo encarnado ",701,0.08333333333333331,0.476025641025641,Neutro,"quero, cantar, suor, "
Sujeito de Sorte,1,"Presentemente eu posso me considerar um sujeito de sorte Porque apesar de muito moço, me sinto são e salvo e forte E tenho comigo pensado, Deus é brasileiro e anda do meu lado E assim já não posso sofrer no ano passado  Tenho sangrado demais, tenho chorado pra cachorro Ano passado eu morri, mas esse ano eu não morro Tenho sangrado demais, tenho chorado pra cachorro Ano passado eu morri, mas esse ano eu não morro Ano passado eu morri, mas esse ano eu não morro Ano passado eu morri, mas esse ano eu não morro Presentemente eu posso me considerar um sujeito de sorte Porque apesar de muito moço, me sinto são e salvo e forte E tenho comigo pensado, Deus é brasileiro e anda do meu lado E assim já não posso sofrer no ano passado Tenho sangrado demais, tenho chorado pra cachorro Ano passado eu morri, mas esse ano eu não morro Tenho sangrado demais, tenho chorado pra cachorro Ano passado eu morri, mas esse ano eu não morro Ano passado eu morri, mas esse ano eu não morro Ano passado eu morri, mas esse ano eu não morro Presentemente eu posso me considerar um sujeito de sorte Porque apesar de muito moço, me sinto são e salvo e forte E tenho comigo pensado, Deus é brasileiro e anda do meu lado E assim já não posso sofrer no ano passado Tenho sangrado demais, tenho chorado pra cachorro Ano passado eu morri, mas esse ano eu não morro Tenho sangrado demais, tenho chorado pra cachorro Ano passado eu morri, mas esse ano eu não morro Ano passado eu morri, mas esse ano eu não morro Ano passado eu morri, mas esse ano eu não morro ",1534,0.09976190476190476,0.3228571428571427,Neutro,"ano, passado, morri, "
